Platform,Function,Analyzer,Part No.,Description,Information,ListPrice,Discount,Quantity,Unit Price,Total Price
LaserGas II Single Path,Analog out,"111328 AuxBoard Unit, 1.Channel (Standard Unit), LG II/LGQ/LD",111328,"AuxBoard Unit, 1.Channel (Standard Unit), LG II/LGQ/LD",,11270,0,1,11270,11270
LaserGas II Single Path,Analog out,"111329 AuxBoard Unit, 2 Channel, LG II/LGQ/LD",111329,"AuxBoard Unit, 2 Channel, LG II/LGQ/LD",,18285,0,1,18285,18285
LaserGas II Single Path,Analog out,"110496 AuxBoard Unit, 3 Channel, LG II/LGQ/LD",110496,"AuxBoard Unit, 3 Channel, LG II/LGQ/LD",,23920,0,1,23920,23920
LaserGas II Single Path,TU/RU cable,102071 TU‐RU cable LGII/LD/LGQ Std 5m,102071,TU‐RU cable LGII/LD/LGQ Std 5m,8‐pair cable,3910,0,1,3910,3910
LaserGas II Single Path,TU/RU cable,102072 TU‐RU cable LGII/LD/LGQ Std 10m,102072,TU‐RU cable LGII/LD/LGQ Std 10m,8‐pair cable,4715,0,1,4715,4715
LaserGas II Single Path,TU/RU cable,102073 TU‐RU cable LGII/LD/LGQ Std 15m,102073,TU‐RU cable LGII/LD/LGQ Std 15m,8‐pair cable,5520,0,1,5520,5520
LaserGas II Single Path,TU/RU cable,102074 TU‐RU cable LGII/LD/LGQ Std 20m,102074,TU‐RU cable LGII/LD/LGQ Std 20m,8‐pair cable,6210,0,1,6210,6210
LaserGas II Single Path,TU/RU cable,101160 TU‐RU cable LGII/LD Ex‐P/Ex‐N/CSA 5m,101160,TU‐RU cable LGII/LD Ex‐P/Ex‐N/CSA 5m,NA for LD LP & XLP,2990,0,1,2990,2990
LaserGas II Single Path,TU/RU cable,101161 TU‐RU cable LGII/LD Ex‐P/Ex‐N/CSA 10m,101161,TU‐RU cable LGII/LD Ex‐P/Ex‐N/CSA 10m,NA for LD XLP,3795,0,1,3795,3795
LaserGas II Single Path,TU/RU cable,101162 TU‐RU cable LGII/LD Ex‐P/Ex‐N/CSA 15m,101162,TU‐RU cable LGII/LD Ex‐P/Ex‐N/CSA 15m,,4600,0,1,4600,4600
LaserGas II Single Path,TU/RU cable,101163 TU‐RU cable LGII/LD Ex‐P/Ex‐N/CSA 20m,101163,TU‐RU cable LGII/LD Ex‐P/Ex‐N/CSA 20m,,5290,0,1,5290,5290
LaserGas II Single Path,PSU,"105099 Traco Power Supply TEX 120‐12 Kit;With new Instrument. Std 3m TU/PSU cable, 3 meter power cable",105099,"Traco Power Supply TEX 120‐12 Kit;With new Instrument. Std 3m TU/PSU cable, 3 meter power cable","IP67, NEMA 4X, 24VDC 5A 120W.",9315,0,1,9315,9315
LaserGas II Single Path,Flange/Purge Units,105958 Flange‐/purge Kit LGII/LD‐MP DN50/PN10‐40 Compatible,105958,Flange‐/purge Kit LGII/LD‐MP DN50/PN10‐40 Compatible,"R2'', O‐ring: NBR70, 3/8"" tube fitting",12420,0,1,12420,12420
LaserGas II Single Path,Flange/Purge Units,105959 Flange‐/purge Kit LGII/LD‐MP ANSI 2''/150 lbs Compatible,105959,Flange‐/purge Kit LGII/LD‐MP ANSI 2''/150 lbs Compatible,"R2"", Std: O‐ring: NBR70, 3/8"" tube fitting",12420,0,1,12420,12420
LaserGas II Single Path,Flange/Purge Units,106012 Flange‐/purge Kit LGII DN50/PN10‐40 Compatible 2 ports,106012,Flange‐/purge Kit LGII DN50/PN10‐40 Compatible 2 ports,"R2'', Std: O‐ring: NBR70, 3/8"" tube fitting",14720,0,1,14720,14720
LaserGas II Single Path,Flange/Purge Units,106531 Flange‐/purge Kit LGII DN50/PN10‐40 Compatible Ins.tube,106531,Flange‐/purge Kit LGII DN50/PN10‐40 Compatible Ins.tube,"R2'', For Inst tube, O‐ring: NBR70 3/8"" fitting",14720,0,1,14720,14720
LaserGas II Single Path,Flange/Purge Units,101093 Flange‐/purge Kit LGII/LD‐MP DN65/PN6 Compatible,101093,Flange‐/purge Kit LGII/LD‐MP DN65/PN6 Compatible,"Std: O‐ring: NBR70, 3/8"" tube fitting, R2''",14720,0,1,14720,14720
LaserGas II Single Path,Flange/Purge Units,107366 Flange‐/purge Kit LGII/LD‐MP DN65/PN10‐40 Compatible',107366,Flange‐/purge Kit LGII/LD‐MP DN65/PN10‐40 Compatible',"Std: O‐ring: NBR70, 3/8"" tube fitting, R2''",12420,0,1,12420,12420
LaserGas II Single Path,Flange/Purge Units,106833 Flange‐/purge Kit LGII/LD‐MP DN80/PN10‐40 Compatible,106833,Flange‐/purge Kit LGII/LD‐MP DN80/PN10‐40 Compatible,"R2'', Std: O‐ring: NBR70, 3/8"" tube fitting,",14720,0,1,14720,14720
LaserGas II Single Path,Flange/Purge Units,106532 Flange‐/purge Kit LGII DN80/PN10‐40 Compatible Ins.tube,106532,Flange‐/purge Kit LGII DN80/PN10‐40 Compatible Ins.tube,"R2'', For Inst tube, O‐ring: NBR70 3/8"" fitting",16215,0,1,16215,16215
LaserGas II Single Path,Flange/Purge Units,108257 Flange‐/purge Kit LGII/LD‐MP DN80/PN6 Compatible,108257,Flange‐/purge Kit LGII/LD‐MP DN80/PN6 Compatible,"R2'', Std: O‐ring: NBR70, 3/8"" tube fitting",17020,0,1,17020,17020
LaserGas II Single Path,Flange/Purge Units,108264 Flange‐/purge Kit LGII DN80/PN6 Compatible Ins.tube,108264,Flange‐/purge Kit LGII DN80/PN6 Compatible Ins.tube,"R2'', For Inst tube, O‐ring: NBR70 3/8"" fitting",18515,0,1,18515,18515
LaserGas II Single Path,Flange/Purge Units,106129 Flange‐/purge Kit LGII/LD‐MP DN100/PN10‐16 Compatible,106129,Flange‐/purge Kit LGII/LD‐MP DN100/PN10‐16 Compatible,"R2'', Std: O‐ring: NBR70, 3/8"" tube fitting",18515,0,1,18515,18515
LaserGas II Single Path,Flange/Purge Units,106130 Flange‐/purge Kit LGII DN100/PN10‐16 Compatible 2 ports,106130,Flange‐/purge Kit LGII DN100/PN10‐16 Compatible 2 ports,"R2'', Std: O‐ring: NBR70, 3/8"" tube fitting",19320,0,1,19320,19320
LaserGas II Single Path,Flange/Purge Units,"106013 Flange‐/purge Kit LGII ANSI 2""/150lbs Compatible 2 ports",106013,"Flange‐/purge Kit LGII ANSI 2""/150lbs Compatible 2 ports","R2'', Std: O‐ring: NBR70, 3/8"" tube fitting",14720,0,1,14720,14720
LaserGas II Single Path,Flange/Purge Units,"106433 Flange‐/purge Kit LGII ANSI 2""/150 lbs Compatible Ins.tube",106433,"Flange‐/purge Kit LGII ANSI 2""/150 lbs Compatible Ins.tube","R2'', For Inst tube, O‐ring: NBR70 3/8"" fitting",14720,0,1,14720,14720
LaserGas II Single Path,Flange/Purge Units,106773 Flange‐/purge Kit LGII/LD‐MP ANSI 2''/300 lbs Compatible,106773,Flange‐/purge Kit LGII/LD‐MP ANSI 2''/300 lbs Compatible,"R2'', Std: O‐ring: NBR70, 3/8"" tube fitting",17020,0,1,17020,17020
LaserGas II Single Path,Flange/Purge Units,"107179 Flange‐/purge Kit LGII ANSI 2""/300 lbs Compatible 2 ports",107179,"Flange‐/purge Kit LGII ANSI 2""/300 lbs Compatible 2 ports","R2'', Std: O‐ring: NBR70, 3/8"" tube fitting",18515,0,1,18515,18515
LaserGas II Single Path,Flange/Purge Units,106738 Flange‐/purge Kit LGII/LD‐MP ANSI 3''/150 lbs Compatible,106738,Flange‐/purge Kit LGII/LD‐MP ANSI 3''/150 lbs Compatible,"R2'', Std: O‐ring: NBR70, 3/8"" tube fitting",15525,0,1,15525,15525
LaserGas II Single Path,Flange/Purge Units,107040 Flange‐/purge Kit LGII ANSI 3''/150 lbs Compatible Ins.tube,107040,Flange‐/purge Kit LGII ANSI 3''/150 lbs Compatible Ins.tube,"R2'', For Inst tube, O‐ring: NBR70 3/8"" fitting",17020,0,1,17020,17020
LaserGas II Single Path,Flange/Purge Units,106739 Flange‐/purge Kit LGII/LD‐MP ANSI 3''/300 lbsCompatible,106739,Flange‐/purge Kit LGII/LD‐MP ANSI 3''/300 lbsCompatible,"R2'', Std: O‐ring: NBR70, 3/8"" tube fitting",17020,0,1,17020,17020
LaserGas II Single Path,Flange/Purge Units,109311 Flange‐/purge Kit LGII ANSI 4''/150 lbs Compatible,109311,Flange‐/purge Kit LGII ANSI 4''/150 lbs Compatible,"R2'', Std: O‐ring: NBR70, 3/8"" tube fitting",17365,0,1,17365,17365
LaserGas II Single Path,Flange/Purge Units,109316 Flange‐/purge Kit LGII ANSI 4''/300 lbs Compatible,109316,Flange‐/purge Kit LGII ANSI 4''/300 lbs Compatible,"R2'', Std: O‐ring: NBR70, 3/8"" tube fitting",19780,0,1,19780,19780
LaserGas II Single Path,Flange/Purge Units,"109352  Flange-/purge Kit LGII ANSI 4''/150 lbs Compatible, Ins.Tube",109352," Flange-/purge Kit LGII ANSI 4''/150 lbs Compatible, Ins.Tube","R2'', Std: O-ring: NBR70, 3/8"" tube fitting",18745,0,1,18745,18745
LaserGas II Single Path,TU/PSU cable,102685 Power‐TU cable LG II/LGQ/LD Std 3m,102685,Power‐TU cable LG II/LGQ/LD Std 3m,"(2x8x0,25mm^2)",2990,0,1,2990,2990
LaserGas II Single Path,TU/PSU cable,110849 Power‐TU cable LGII/LGQ/LD Std 10m,110849,Power‐TU cable LGII/LGQ/LD Std 10m,"(2x8x0,25mm^2)",3795,0,1,3795,3795
LaserGas II Single Path,TU/PSU cable ATEC/IECEx/CSA,106534 Power‐TU cable LGII/LD/LGQ Ex‐P/Ex‐N/CSA 3m,106534,Power‐TU cable LGII/LD/LGQ Ex‐P/Ex‐N/CSA 3m,,2530,0,1,2530,2530
LaserGas II Single Path,TU/PSU cable ATEC/IECEx/CSA,110850 Power‐TU cable LGII/LD/LGQ Ex‐P/Ex‐N/CSA 10m,110850,Power‐TU cable LGII/LD/LGQ Ex‐P/Ex‐N/CSA 10m,,3565,0,1,3565,3565
LaserGas II Single Path,"Purge fittings, instrument LGII",102313 Swagelok 8mm purge fittings kit LGII SP,102313,Swagelok 8mm purge fittings kit LGII SP,standard,0,0,1,0,0
LaserGas II Single Path,"Purge fittings, instrument LGII",105957 Swagelok 6mm purge fittings kit LGII SP,105957,Swagelok 6mm purge fittings kit LGII SP,standard,0,0,1,0,0
LaserGas II Single Path,"Purge fittings, instrument LGII",102315 Swagelok 12mm purge fittings kit LGII SP,102315,Swagelok 12mm purge fittings kit LGII SP,standard,0,0,1,0,0
LaserGas II Single Path,"Purge fittings, instrument LGII",102314 Swagelok 10mm purge fittings kit LGII SP,102314,Swagelok 10mm purge fittings kit LGII SP,standard,0,0,1,0,0
LaserGas II Single Path,"Purge fittings, instrument LGII",102316 Swagelok 1/4'' purge fittings kit LGII SP,102316,Swagelok 1/4'' purge fittings kit LGII SP,standard,0,0,1,0,0
LaserGas II Single Path,"Purge fittings, flanges",102133 Swagelok Fittings LGII 1/4'' BSP‐T OD 8mm AISI316,102133,Swagelok Fittings LGII 1/4'' BSP‐T OD 8mm AISI316,standard,0,0,1,0,0
LaserGas II Single Path,"Purge fittings, flanges",100523 Swagelok Fittings LGII 1/4'' BSP‐T OD 6mm AISI316,100523,Swagelok Fittings LGII 1/4'' BSP‐T OD 6mm AISI316,standard,0,0,1,0,0
LaserGas II Single Path,"Purge fittings, flanges",102325 Swagelok Fittings LGII 1/4'' BSP‐T OD 12mm AISI316,102325,Swagelok Fittings LGII 1/4'' BSP‐T OD 12mm AISI316,standard,0,0,1,0,0
LaserGas II Single Path,"Purge fittings, flanges",102324 Swagelok Fittings LGII 1/4'' BSP‐T OD 10mm AI,102324,Swagelok Fittings LGII 1/4'' BSP‐T OD 10mm AI,standard,0,0,1,0,0
LaserGas II Single Path,"Purge fittings, flanges","102326 Swagelok Fittings LGII 1/4'' BSP‐T OD 1/4""",102326,"Swagelok Fittings LGII 1/4'' BSP‐T OD 1/4""",standard,0,0,1,0,0
LaserGas II Single Path,"Purge fittings, flanges",100322 Fittings LGII R1/4'' x 3/8'' tube,100322,Fittings LGII R1/4'' x 3/8'' tube,standard,0,0,1,0,0
LaserGas II Single Path,Flange O‐rings,"103666 Flange O‐ring 65,00 x 10,00 NBR70",103666,"Flange O‐ring 65,00 x 10,00 NBR70","DN50/ ANSI 2""",345,0,1,345,345
LaserGas II Single Path,Flange O‐rings,"104051 Flange O‐ring 65,00 x 10,00 KFM75 Viton",104051,"Flange O‐ring 65,00 x 10,00 KFM75 Viton","DN50/ ANSI 2""",805,0,1,805,805
LaserGas II Single Path,Flange O‐rings,"104049 Flange O‐ring 65,00 x 10,00 PTFE (Teflon)",104049,"Flange O‐ring 65,00 x 10,00 PTFE (Teflon)","DN50/ ANSI 2""",805,0,1,805,805
LaserGas II Single Path,Flange O‐rings,"103710 Flange O‐ring 95,0 x 10,0 NBR 80",103710,"Flange O‐ring 95,0 x 10,0 NBR 80","DN80/ DN100/ ANSI 3""",345,0,1,345,345
LaserGas II Single Path,Flange O‐rings,"104052 Flange O‐ring 95,00 x 10,0 Viton",104052,"Flange O‐ring 95,00 x 10,0 Viton","DN80/ DN100/ ANSI 3""",1150,0,1,1150,1150
LaserGas II Single Path,Flange O‐rings,"103547 Flange O‐ring 95,00 x 10,00, PTFE (Teflon)",103547,"Flange O‐ring 95,00 x 10,00, PTFE (Teflon)","DN80/DN100/ ANSI 3""",1150,0,1,1150,1150
LaserGas II Single Path,Flange O‐rings,"100798 Flange O‐ring 116,00 x 12,00 NBR70",100798,"Flange O‐ring 116,00 x 12,00 NBR70","DN150/ANSI 4""",575,0,1,575,575
LaserGas II Single Path,Flange O‐rings,"104492 Flange O‐ring 116,00 x 12,00 Viton 80",104492,"Flange O‐ring 116,00 x 12,00 Viton 80","DN150/ANSI 4""",1380,0,1,1380,1380
LaserGas II Single Path,Flange O‐rings,104578 Flange O‐ring 140 x 16 NBR70,104578,Flange O‐ring 140 x 16 NBR70,LaserDust XLP,690,0,1,690,690
LaserGas II Single Path,Span Check,101644 Span cell kit LGII SP/SP Compact,101644,Span cell kit LGII SP/SP Compact,ONLY Span check cell,9890,0,1,9890,9890
LaserGas II Single Path,Span Check,101802 Integrated span check LGII SP,101802,Integrated span check LGII SP,"Software & Switch box, Uses Internal volume",9890,0,1,9890,9890
LaserGas II Single Path,Span Check,102051 Internal sealed span‐cell (ISSC) LGII SP,102051,Internal sealed span‐cell (ISSC) LGII SP,Internal Sealed Span check Cell，price on req,0,0,1,0,0
LaserGas II Single Path,Span Check,108868 External span check cell,108868,External span check cell,External Cell w/sw & switch box,18975,0,1,18975,18975
LaserGas II Single Path,Tracking Cell,102158 Fixed Internal Sealed Cell (FISC) LGII SP,102158,Fixed Internal Sealed Cell (FISC) LGII SP,Fixed Internal Sealed Cell (Tracking cell)，price on req,0,0,1,0,0
LaserGas II Single Path,Misc,102253 Connection box ATEX type with cable glands,102253,Connection box ATEX type with cable glands,EX‐box Media Converter non‐ ATEX analyzers,12650,0,1,12650,12650
LaserGas II Single Path,Misc,"101410 Remote Display, LG II",101410,"Remote Display, LG II",,9890,0,1,9890,9890
LaserGas II Single Path,Misc,102059 TU‐Remote Display cable 4m LG II,102059,TU‐Remote Display cable 4m LG II,Must be ordered w/ Remote Display,1840,0,1,1840,1840
LaserGas II Single Path,Customized Tuning,102384 Special tuning,102384,Special tuning,"NB! No discount, labour work only",20700,0,1,20700,20700
LaserGas II Single Path,Customized Tuning,106828 Expert tuning,106828,Expert tuning,"NB! No discount, labour work only",43930,0,1,43930,43930
LaserGas II Single Path,Customized Tuning,102416 Low pressure tuning,102416,Low pressure tuning,NB! Discount applies,41285,0,1,41285,41285
LaserGas II Single Path,HMI,111763 LaserInspect CIMO4 HMI 15 inch (1024 x 768) EU  ,111763,LaserInspect CIMO4 HMI 15 inch (1024 x 768) EU  ,NB! No discount applies,103040,0,1,103040,103040
LaserGas II Single Path,HMI,111710 LaserInspect CIMO4 HMI 15 inch (1024 x 768) US  ,111710,LaserInspect CIMO4 HMI 15 inch (1024 x 768) US  ,NB! No discount applies,103040,0,1,103040,103040
LaserGas II Single Path,HMI,112339 LaserInspect CIMO4 HMI added input channel,112339,LaserInspect CIMO4 HMI added input channel,,13800,0,1,13800,13800
LaserGas II Single Path,HMI,"112512 External Ethernet Switch for CIMO4, 7+1 ver.",112512,"External Ethernet Switch for CIMO4, 7+1 ver.",,13800,0,1,13800,13800
LaserGas II Compact,Analog out,"111328 AuxBoard Unit, 1.Channel (Standard Unit), LG II/LGQ/LD",111328,"AuxBoard Unit, 1.Channel (Standard Unit), LG II/LGQ/LD",,11270,0,1,11270,11270
LaserGas II Compact,Analog out,"111329 AuxBoard Unit, 2 Channel, LG II/LGQ/LD",111329,"AuxBoard Unit, 2 Channel, LG II/LGQ/LD",,18285,0,1,18285,18285
LaserGas II Compact,Analog out,"110496 AuxBoard Unit, 3 Channel, LG II/LGQ/LD",110496,"AuxBoard Unit, 3 Channel, LG II/LGQ/LD",,23920,0,1,23920,23920
LaserGas II Compact,TU/RU cable,102071 TU‐RU cable LGII/LD/LGQ Std 5m,102071,TU‐RU cable LGII/LD/LGQ Std 5m,8‐pair cable,3910,0,1,3910,3910
LaserGas II Compact,TU/RU cable,102072 TU‐RU cable LGII/LD/LGQ Std 10m,102072,TU‐RU cable LGII/LD/LGQ Std 10m,8‐pair cable,4715,0,1,4715,4715
LaserGas II Compact,TU/RU cable,102073 TU‐RU cable LGII/LD/LGQ Std 15m,102073,TU‐RU cable LGII/LD/LGQ Std 15m,8‐pair cable,5520,0,1,5520,5520
LaserGas II Compact,TU/RU cable,102074 TU‐RU cable LGII/LD/LGQ Std 20m,102074,TU‐RU cable LGII/LD/LGQ Std 20m,8‐pair cable,6210,0,1,6210,6210
LaserGas II Compact,TU/RU cable Ex‐version,101160 TU‐RU cable LGII/LD Ex‐P/Ex‐N/CSA 5m,101160,TU‐RU cable LGII/LD Ex‐P/Ex‐N/CSA 5m,NA for LD LP & XLP,2990,0,1,2990,2990
LaserGas II Compact,TU/RU cable Ex‐version,101161 TU‐RU cable LGII/LD Ex‐P/Ex‐N/CSA 10m,101161,TU‐RU cable LGII/LD Ex‐P/Ex‐N/CSA 10m,NA for LD XLP,3795,0,1,3795,3795
LaserGas II Compact,TU/RU cable Ex‐version,101162 TU‐RU cable LGII/LD Ex‐P/Ex‐N/CSA 15m,101162,TU‐RU cable LGII/LD Ex‐P/Ex‐N/CSA 15m,,4600,0,1,4600,4600
LaserGas II Compact,TU/RU cable Ex‐version,101163 TU‐RU cable LGII/LD Ex‐P/Ex‐N/CSA 20m,101163,TU‐RU cable LGII/LD Ex‐P/Ex‐N/CSA 20m,,5290,0,1,5290,5290
LaserGas II Compact,PSU,"105099 Traco Power Supply TEX 120‐12 Kit
With new Instrument. Std 3m TU/PSU cable, 3 meter power cable",105099,"Traco Power Supply TEX 120‐12 Kit
With new Instrument. Std 3m TU/PSU cable, 3 meter power cable","IP67, NEMA 4X, 24VDC 5A 120W.",9315,0,1,9315,9315
LaserGas II Compact,Flange/Purge Units,105958 Flange‐/purge Kit LGII/LD‐MP DN50/PN10‐40 Compatible,105958,Flange‐/purge Kit LGII/LD‐MP DN50/PN10‐40 Compatible,"R2'', O‐ring: NBR70, 3/8"" tube fitting",12420,0,1,12420,12420
LaserGas II Compact,Flange/Purge Units,105959 Flange‐/purge Kit LGII/LD‐MP ANSI 2''/150 lbs Compatible,105959,Flange‐/purge Kit LGII/LD‐MP ANSI 2''/150 lbs Compatible,"R2"", Std: O‐ring: NBR70, 3/8"" tube fitting",12420,0,1,12420,12420
LaserGas II Compact,Flange/Purge Units,106012 Flange‐/purge Kit LGII DN50/PN10‐40 Compatible 2 ports,106012,Flange‐/purge Kit LGII DN50/PN10‐40 Compatible 2 ports,"R2'', Std: O‐ring: NBR70, 3/8"" tube fitting",14720,0,1,14720,14720
LaserGas II Compact,Flange/Purge Units,106531 Flange‐/purge Kit LGII DN50/PN10‐40 Compatible Ins.tube,106531,Flange‐/purge Kit LGII DN50/PN10‐40 Compatible Ins.tube,"R2'', For Inst tube, O‐ring: NBR70 3/8"" fitting",14720,0,1,14720,14720
LaserGas II Compact,Flange/Purge Units,101093 Flange‐/purge Kit LGII/LD‐MP DN65/PN6 Compatible,101093,Flange‐/purge Kit LGII/LD‐MP DN65/PN6 Compatible,"Std: O‐ring: NBR70, 3/8"" tube fitting, R2''",14720,0,1,14720,14720
LaserGas II Compact,Flange/Purge Units,107366 Flange‐/purge Kit LGII/LD‐MP DN65/PN10‐40 Compatible',107366,Flange‐/purge Kit LGII/LD‐MP DN65/PN10‐40 Compatible',"Std: O‐ring: NBR70, 3/8"" tube fitting, R2''",12420,0,1,12420,12420
LaserGas II Compact,Flange/Purge Units,106833 Flange‐/purge Kit LGII/LD‐MP DN80/PN10‐40 Compatible,106833,Flange‐/purge Kit LGII/LD‐MP DN80/PN10‐40 Compatible,"R2'', Std: O‐ring: NBR70, 3/8"" tube fitting,",14720,0,1,14720,14720
LaserGas II Compact,Flange/Purge Units,106532 Flange‐/purge Kit LGII DN80/PN10‐40 Compatible Ins.tube,106532,Flange‐/purge Kit LGII DN80/PN10‐40 Compatible Ins.tube,"R2'', For Inst tube, O‐ring: NBR70 3/8"" fitting",16215,0,1,16215,16215
LaserGas II Compact,Flange/Purge Units,108257 Flange‐/purge Kit LGII/LD‐MP DN80/PN6 Compatible,108257,Flange‐/purge Kit LGII/LD‐MP DN80/PN6 Compatible,"R2'', Std: O‐ring: NBR70, 3/8"" tube fitting",17020,0,1,17020,17020
LaserGas II Compact,Flange/Purge Units,108264 Flange‐/purge Kit LGII DN80/PN6 Compatible Ins.tube,108264,Flange‐/purge Kit LGII DN80/PN6 Compatible Ins.tube,"R2'', For Inst tube, O‐ring: NBR70 3/8"" fitting",18515,0,1,18515,18515
LaserGas II Compact,Flange/Purge Units,106129 Flange‐/purge Kit LGII/LD‐MP DN100/PN10‐16 Compatible,106129,Flange‐/purge Kit LGII/LD‐MP DN100/PN10‐16 Compatible,"R2'', Std: O‐ring: NBR70, 3/8"" tube fitting",18515,0,1,18515,18515
LaserGas II Compact,Flange/Purge Units,106130 Flange‐/purge Kit LGII DN100/PN10‐16 Compatible 2 ports,106130,Flange‐/purge Kit LGII DN100/PN10‐16 Compatible 2 ports,"R2'', Std: O‐ring: NBR70, 3/8"" tube fitting",19320,0,1,19320,19320
LaserGas II Compact,Flange/Purge Units,"106013 Flange‐/purge Kit LGII ANSI 2""/150lbs Compatible 2 ports",106013,"Flange‐/purge Kit LGII ANSI 2""/150lbs Compatible 2 ports","R2'', Std: O‐ring: NBR70, 3/8"" tube fitting",14720,0,1,14720,14720
LaserGas II Compact,Flange/Purge Units,"106433 Flange‐/purge Kit LGII ANSI 2""/150 lbs Compatible Ins.tube",106433,"Flange‐/purge Kit LGII ANSI 2""/150 lbs Compatible Ins.tube","R2'', For Inst tube, O‐ring: NBR70 3/8"" fitting",14720,0,1,14720,14720
LaserGas II Compact,Flange/Purge Units,106773 Flange‐/purge Kit LGII/LD‐MP ANSI 2''/300 lbs Compatible,106773,Flange‐/purge Kit LGII/LD‐MP ANSI 2''/300 lbs Compatible,"R2'', Std: O‐ring: NBR70, 3/8"" tube fitting",17020,0,1,17020,17020
LaserGas II Compact,Flange/Purge Units,"107179 Flange‐/purge Kit LGII ANSI 2""/300 lbs Compatible 2 ports",107179,"Flange‐/purge Kit LGII ANSI 2""/300 lbs Compatible 2 ports","R2'', Std: O‐ring: NBR70, 3/8"" tube fitting",18515,0,1,18515,18515
LaserGas II Compact,Flange/Purge Units,106738 Flange‐/purge Kit LGII/LD‐MP ANSI 3''/150 lbs Compatible,106738,Flange‐/purge Kit LGII/LD‐MP ANSI 3''/150 lbs Compatible,"R2'', Std: O‐ring: NBR70, 3/8"" tube fitting",15525,0,1,15525,15525
LaserGas II Compact,Flange/Purge Units,107040 Flange‐/purge Kit LGII ANSI 3''/150 lbs Compatible Ins.tube,107040,Flange‐/purge Kit LGII ANSI 3''/150 lbs Compatible Ins.tube,"R2'', For Inst tube, O‐ring: NBR70 3/8"" fitting",17020,0,1,17020,17020
LaserGas II Compact,Flange/Purge Units,106739 Flange‐/purge Kit LGII/LD‐MP ANSI 3''/300 lbsCompatible,106739,Flange‐/purge Kit LGII/LD‐MP ANSI 3''/300 lbsCompatible,"R2'', Std: O‐ring: NBR70, 3/8"" tube fitting",17020,0,1,17020,17020
LaserGas II Compact,"Purge fittings, instrument LGII",107668 Swagelok 8mm purge fittings kit LGII SP Compact,107668,Swagelok 8mm purge fittings kit LGII SP Compact,,0,0,1,0,0
LaserGas II Compact,"Purge fittings, instrument LGII",107667 Swagelok 6mm purge fittings kit LGII SP Compact,107667,Swagelok 6mm purge fittings kit LGII SP Compact,,0,0,1,0,0
LaserGas II Compact,"Purge fittings, instrument LGII",107670 Swagelok 12mm purge fittings kit LGII SP Compact,107670,Swagelok 12mm purge fittings kit LGII SP Compact,,0,0,1,0,0
LaserGas II Compact,"Purge fittings, instrument LGII",107669 Swagelok 10mm purge fittings kit LGII SP Compact,107669,Swagelok 10mm purge fittings kit LGII SP Compact,,0,0,1,0,0
LaserGas II Compact,"Purge fittings, instrument LGII","107671 Swagelok 1/4"" purge fittings kit LGII SP Compact",107671,"Swagelok 1/4"" purge fittings kit LGII SP Compact",,0,0,1,0,0
LaserGas II Compact,"Purge fittings, flanges",102133 Swagelok Fittings LGII 1/4'' BSP‐T OD 8mm AISI316,102133,Swagelok Fittings LGII 1/4'' BSP‐T OD 8mm AISI316,,0,0,1,0,0
LaserGas II Compact,"Purge fittings, flanges",100523 Swagelok Fittings LGII 1/4'' BSP‐T OD 6mm AISI316,100523,Swagelok Fittings LGII 1/4'' BSP‐T OD 6mm AISI316,,0,0,1,0,0
LaserGas II Compact,"Purge fittings, flanges",102325 Swagelok Fittings LGII 1/4'' BSP‐T OD 12mm AISI316,102325,Swagelok Fittings LGII 1/4'' BSP‐T OD 12mm AISI316,,0,0,1,0,0
LaserGas II Compact,"Purge fittings, flanges",102324 Swagelok Fittings LGII 1/4'' BSP‐T OD 10mm AI,102324,Swagelok Fittings LGII 1/4'' BSP‐T OD 10mm AI,,0,0,1,0,0
LaserGas II Compact,"Purge fittings, flanges","102326 Swagelok Fittings LGII 1/4'' BSP‐T OD 1/4""",102326,"Swagelok Fittings LGII 1/4'' BSP‐T OD 1/4""",,0,0,1,0,0
LaserGas II Compact,"Purge fittings, flanges",100322 Fittings LGII R1/4'' x 3/8'' tube,100322,Fittings LGII R1/4'' x 3/8'' tube,,0,0,1,0,0
LaserGas II Compact,Flange O‐rings,"103666 Flange O‐ring 65,00 x 10,00 NBR70",103666,"Flange O‐ring 65,00 x 10,00 NBR70","DN50/ ANSI 2""",345,0,1,345,345
LaserGas II Compact,Flange O‐rings,"104051 Flange O‐ring 65,00 x 10,00 KFM75 Viton",104051,"Flange O‐ring 65,00 x 10,00 KFM75 Viton","DN50/ ANSI 2""",805,0,1,805,805
LaserGas II Compact,Flange O‐rings,"104049 Flange O‐ring 65,00 x 10,00 PTFE (Teflon)",104049,"Flange O‐ring 65,00 x 10,00 PTFE (Teflon)","DN50/ ANSI 2""",805,0,1,805,805
LaserGas II Compact,Flange O‐rings,"103710 Flange O‐ring 95,0 x 10,0 NBR 80",103710,"Flange O‐ring 95,0 x 10,0 NBR 80","DN80/ DN100/ ANSI 3""",345,0,1,345,345
LaserGas II Compact,Flange O‐rings,"104052 Flange O‐ring 95,00 x 10,0 Viton",104052,"Flange O‐ring 95,00 x 10,0 Viton","DN80/ DN100/ ANSI 3""",1150,0,1,1150,1150
